Flight_Nr,0,Cost,1001.727831510102
-30.0,56.0,310.0,07:10:00
-29.97,56.02205883806242,310.14447580785594,07:10:15
-29.94,56.044117676124834,310.2889516157119,07:10:30
-29.91,56.06617651418725,310.4334274235678,07:10:45
-29.88,56.08823535224967,310.57790323142376,07:11:00
-29.85,56.11029419031209,310.7223790392797,07:11:15
-29.82,56.1323530283745,310.86685484713564,07:11:30
-29.79,56.15441186643692,311.0113306549916,07:11:45
-29.76,56.17647070449934,311.1558064628475,07:12:00
-29.73,56.19852954256176,311.30028227070346,07:12:15
-29.7,56.22058838062417,311.4447580785594,07:12:30
-29.67,56.242647218686585,311.58923388641534,07:12:45
-29.64,56.264706056749006,311.7337096942713,07:13:00
-29.61,56.28676489481143,311.87818550212717,07:13:15
-29.58,56.30882373287384,312.0226613099831,07:13:30
-29.55,56.330882570936254,312.16713711783905,07:13:45
-29.52,56.352941408998674,312.311612925695,07:14:00
-29.489837398373982,56.37483021489813,312.45489867819066,07:14:15
-29.459349593495936,56.39637895647168,312.5958043199657,07:14:30
-29.428861788617887,56.417927698045226,312.7367099617407,07:14:45
-29.398373983739837,56.43947643961877,312.8776156035157,07:15:00
-29.367886178861788,56.46102518119232,313.01852124529074,07:15:15
-29.33739837398374,56.482573922765866,313.15942688706576,07:15:30
-29.306910569105693,56.50412266433941,313.3003325288408,07:15:45
-29.276422764227643,56.525671405912966,313.4412381706158,07:16:00
-29.245934959349594,56.54722014748651,313.5821438123908,07:16:15
-29.215447154471544,56.56876888906006,313.72304945416585,07:16:30
-29.184959349593495,56.590317630633606,313.8639550959409,07:16:45
-29.15447154471545,56.61186637220715,314.00486073771594,07:17:00
-29.1239837398374,56.6334151137807,314.14576637949096,07:17:15
-29.09349593495935,56.65496385535425,314.286672021266,07:17:30
-29.0630081300813,56.67651259692779,314.427577663041,07:17:45
-29.03252032520325,56.69806133850134,314.568483304816,07:18:00
-29.002032520325205,56.71961008007489,314.70938894659105,07:18:15
-28.970954356846473,56.74074840523653,314.84738368869847,07:18:30
-28.939834024896264,56.76185741494018,314.9851705094011,07:18:45
-28.90871369294606,56.78296642464383,315.12295733010365,07:19:00
-28.87759336099585,56.80407543434748,315.26074415080626,07:19:15
-28.846473029045644,56.82518444405113,315.3985309715089,07:19:30
-28.815352697095435,56.84629345375479,315.53631779221143,07:19:45
-28.78423236514523,56.86740246345844,315.67410461291405,07:20:00
-28.75311203319502,56.88851147316209,315.81189143361667,07:20:15
-28.721991701244814,56.90962048286574,315.9496782543192,07:20:30
-28.690871369294605,56.93072949256939,316.08746507502184,07:20:45
-28.6597510373444,56.95183850227304,316.22525189572445,07:21:00
