Flight_Nr,25,Cost,1238.7426791953178
Long,Lat,Flight_Level,Time
-30.0,44.0,240.0,06:25:00
-29.962871287128714,44.010861088596435,240.83973349105761,06:25:15
-29.925742574257427,44.02172217719287,241.67946698211523,06:25:30
-29.888613861386137,44.032583265789306,242.51920047317284,06:25:45
-29.85148514851485,44.04344435438575,243.35893396423046,06:26:00
-29.814356435643564,44.054305442982184,244.19866745528807,06:26:15
-29.777227722772277,44.06516653157862,245.0384009463457,06:26:30
-29.74009900990099,44.076027620175054,245.8781344374033,06:26:45
-29.702970297029704,44.08688870877149,246.71786792846092,06:27:00
-29.665841584158414,44.097749797367925,247.55760141951853,06:27:15
-29.628712871287128,44.10861088596436,248.39733491057615,06:27:30
-29.59158415841584,44.119471974560796,249.2370684016338,06:27:45
-29.554455445544555,44.13033306315724,250.0768018926914,06:28:00
-29.51732673267327,44.14119415175367,250.91653538374902,06:28:15
-29.480198019801982,44.15215435825932,251.73587694183152,06:28:30
-29.443069306930692,44.163201292935526,252.53737555856085,06:28:45
-29.405940594059405,44.17424822761173,253.33887417529016,06:29:00
-29.36881188118812,44.185295162287936,254.14037279201946,06:29:15
-29.331683168316832,44.19634209696414,254.94187140874877,06:29:30
-29.294554455445546,44.207389031640346,255.74337002547807,06:29:45
-29.257425742574256,44.21843596631655,256.5448686422074,06:30:00
-29.22029702970297,44.22948290099276,257.3463672589367,06:30:15
-29.183168316831683,44.24052983566896,258.147865875666,06:30:30
-29.146039603960396,44.25157677034517,258.9493644923953,06:30:45
-29.10891089108911,44.26262370502137,259.7508631091246,06:31:00
-29.071782178217823,44.27367063969758,260.5523617258539,06:31:15
-29.034653465346533,44.28471757437378,261.35386034258323,06:31:30
-28.997461928934012,44.295795905185855,262.1541014461042,06:31:45
-28.95939086294416,44.3073137819001,262.9367373647083,06:32:00
-28.921319796954315,44.31883165861435,263.71937328331234,06:32:15
-28.883248730964468,44.330349535328594,264.50200920191645,06:32:30
-28.84517766497462,44.34186741204284,265.2846451205205,06:32:45
-28.80710659898477,44.35338528875709,266.06728103912457,06:33:00
-28.769035532994923,44.36490316547133,266.8499169577287,06:33:15
-28.730964467005077,44.37642104218558,267.63255287633274,06:33:30
-28.69289340101523,44.38793891889982,268.41518879493685,06:33:45
-28.65482233502538,44.39945679561407,269.1978247135409,06:34:00
-28.616751269035532,44.410974672328315,269.98046063214497,06:34:15
-28.578680203045685,44.42249254904256,270.7630965507491,06:34:30
-28.54060913705584,44.43401042575681,271.54573246935314,06:34:45
-28.502538071065988,44.445528302471054,272.3283683879572,06:35:00
